Good performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;;;;;;;;;;;;;;;;
24,00462;24,84475;24,1879;24,56098;23,96129;23,47035;22,09278;24,61217;24,56011;20,0084;24,80961;24,57606;24,72271;25,67312;23,79293;24,86036;24,36058;25,34208;25,55506;26,76383;24,91109;24,94391;26,23659;25,86507;25,5023;25,92361;25,93468;26,19167;26,36199;24,81181;22,18843;25,97257;23,07787;26,77228;19,49039;25,42947;24,2006525;24,41018857;;;35;33;43,6;122,2;323,31;0,264013373;0,345756655;0,612188295;P00450;P00450;Ceruloplasmin;CP
19,26112;18,71438;19,49318;19,07695;19,67661;19,91724;15,61362;17,87514;15,40876;18,09244;14,44469;17,00152;18,87012;21,49945;15,3019;13,97412;13,92079;17,7278;21,48257;19,50135;18,86683;19,61931;19,49539;19,5247;20,78349;20,58197;20,56607;21,20084;21,66505;17,30857;13,23531;21,25523;18,64938;22,18804;14,10175;20,30352;18,89035958;18,29637214;;;4;4;18;25,773;216,15;0,157049085;0,342263668;0,393307644;P02747;P02747;Complement C1q subcomponent subunit C;C1QC
19,92852;21,71766;19,19046;21,23333;20,35337;19,3488;19,21729;20,61728;18,91582;21,65932;21,20407;21,03261;20,02432;20,26327;17,97175;20,33756;19,91654;18,80142;18,43774;15,01158;16,18571;13,05606;14,68497;16,41234;17,97219;18,32799;16,58826;19,68067;19,82527;15,54714;15,26909;20,16656;17,8304;18,83464;14,18906;15,74423;18,18567875;18,28014286;;;6;6;23,6;38,177;62,993;0,170239643;0,336914812;0,421960615;P02750;P02750;Leucine-rich alpha-2-glycoprotein;LRG1
12,40424;9,433648;11,54564;11,3614;11,17424;11,39954;12,66405;13,0896;12,00113;13,4405;14,57784;11,8717;13,59778;11,4905;13,70996;14,46875;14,34342;13,07041;15,01313;21,96568;13,11275;12,7181;18,71873;13,12283;14,6474;12,30412;12,25329;12,3589;13,51632;12,51651;14,37465;11,93443;14,75122;10,98392;14,66735;11,6469;13,31216242;13,02466714;;;15;15;3,2;521,95;176,76;0,177752714;0,334662821;0,43804926;P98164;P98164;Low-density lipoprotein receptor-related protein 2;LRP2
12,76035;14,50003;12,82143;11,98526;12,36204;13,08494;19,09877;17,30902;17,36316;12,79333;14,48623;15,94745;15,30196;16,06628;15,52794;15,25455;12,19378;16,27383;16,04691;15,18716;12,91712;12,16348;16,47153;13,07187;17,92335;12,12849;11,43392;16,71652;15,73762;13,22509;13,04057;10,44072;12,4189;16,21718;13,77637;17,77211;14,614665;14,29684429;;;1;1;10;15,054;41,824;0,176093695;0,324222658;0,434510706;P07737;P07737;Profilin-1;PFN1
23,10326;23,49887;20,91903;21,17719;21,35638;22,05639;19,29975;19,64426;22,95223;14,54426;18,28947;21,51099;23,65764;22,0556;20,61423;20,32553;22,81546;23,32499;24,63848;23,51713;23,99929;23,59184;23,15687;23,28658;24,3018;22,86891;23,96851;23,24734;21,20174;21,62172;18,4433;24,43403;21,95259;24,12013;14,31034;23,15198;21,39025792;21,66542429;;;22;22;20,4;106,46;301,3;0,147794701;0,318310843;0,372883466;"P19823;CON__Q9TRI1";P19823;Inter-alpha-trypsin inhibitor heavy chain H2;ITIH2
20,66744;20,86181;19,29531;20,67349;19,38492;18,84947;17,46076;20,52353;19,12518;14,86201;20,68046;17,9453;22,21904;21,72567;15,13053;15,99632;19,26595;21,00895;19,14574;21,1006;20,52057;21,05854;21,03819;19,39278;19,08934;18,40873;19,4592;13,63971;20,74542;22,06484;14,01454;21,20759;19,14074;20,38279;13,31298;19,86068;18,8768275;18,95944571;;;8;8;13,4;69,068;52,466;0,145265419;0,305413246;0,367253724;"P43652;CON__REFSEQ:XP_585019";P43652;Afamin;AFM
12,65528;12,566;11,39619;12,29045;16,07115;12,47049;11,30431;14,4655;16,6748;14,60849;13,91601;12,99171;13,96428;16,76267;13,00529;15,34543;13,25259;17,36939;15,6792;17,06813;12,16703;12,36833;18,03424;16,14011;16,78315;18,6357;11,69162;13,42612;14,1317;14,30571;12,61575;8,603111;15,76829;13,84989;13,61086;14,53509;14,22264625;13,99471364;;;10;10;6,9;152,2;24,826;0,162319558;0,305199852;0,404819717;Q8TER0;Q8TER0;Sushi, nidogen and EGF-like domain-containing protein 1;SNED1
12,44439;17,43925;11,60494;10,94554;17,25313;13,1386;13,3868;16,32101;12,24424;13,37272;18,07608;12,95878;16,12119;16,31932;14,83844;15,471;16,11352;17,0093;17,93733;16,65004;18,06271;17,32948;17,41551;17,54969;17,29132;17,70941;17,35595;17,22637;15,80133;11,84834;18,56599;17,48109;19,49798;15,9631;18,65113;15,25868;15,96359875;15,72455786;;;8;8;12,5;67,046;55,08;0,150384891;0,298620379;0,378627373;P07358;P07358;Complement component C8 beta chain;C8B
18,88095;16,83812;16,53599;16,27278;16,96849;17,90071;19,2726;16,6719;13,81734;15,30824;17,94364;14,4415;16,6814;18,11309;13,78482;14,46658;14,07617;14,58155;20,24887;17,90242;16,72667;17,44322;16,42847;15,39376;17,67969;17,63481;16,83627;17,24785;18,69575;16,68743;12,74257;18,84711;12,72244;18,07279;13,67951;16,08182;16,37486667;16,31307286;;;3;2;24,8;12,822;83,036;0,179405229;0,288939965;0,441566088;A0A0J9YX35;A0A0J9YX35;;
19,39803;19,34776;19,26139;20,86635;21,79007;19,97267;19,83797;21,68076;21,33385;13,87625;21,28269;20,73496;22,38782;22,21659;20,24829;22,23585;20,60377;20,21217;22,37231;22,33227;20,2558;20,6189;21,79515;22,68378;20,87192;22,55848;19,71992;21,97106;22,60254;22,58323;18,89877;21,76955;20,90976;21,76389;12,25429;20,31252;20,33126458;20,48368214;;;10;10;13,4;93,517;323,31;0,147176866;0,279491313;0,371510188;P10643;P10643;Complement component C7;C7
15,07965;13,31995;11,63554;12,04241;13,52874;13,7511;14,07506;15,76106;13,99647;15,58026;16,94192;12,16829;16,29878;16,58079;14,86124;14,58387;15,51813;15,0058;16,88214;15,80574;13,37354;12,87809;19,47431;18,35969;18,2082;20,01086;12,82102;14,05894;12,33687;12,55337;13,74448;12,27617;12,51999;10,47188;13,64655;12,84279;14,69535458;14,36001857;;;9;9;6,5;141,78;32,069;0,138680475;0,274229954;0,352498348;P02458;P02458;"Collagen alpha-1(II) chain;Collagen alpha-1(II) chain;Chondrocalcin";COL2A1
19,28444;18,81256;18,85997;16,27578;13,81392;18,79414;11,86265;12,28248;20,40083;15,36754;17,0351;12,6924;12,42882;18,68267;15,07548;15,6469;15,84116;19,11705;20,23981;19,6686;20,06487;19,65291;20,21312;18,84282;19,64866;19,05785;21,00196;20,4491;19,67991;18,58038;21,35035;21,09944;13,21865;20,13971;12,90416;20,19773;17,56096458;17,56526929;;;10;10;15,5;92,335;54,836;0,100089533;0,269738092;0,262965104;P80108;P80108;Phosphatidylinositol-glycan-specific phospholipase D;GPLD1
20,98642;20,28568;19,66106;20,18628;18,94952;20,1603;18,3188;20,3977;21,0805;14,5465;20,31948;19,94963;21,21205;19,70578;14,23031;15,23721;21,04654;22,72126;22,26762;22,10856;22,09388;22,09007;23,29067;21,69523;22,72417;22,54865;22,65104;23,4716;21,59692;21,43974;14,93703;23,55999;21,65027;23,32677;14,19742;22,43924;20,03374;20,315085;;;25;25;38;103,36;323,31;0,106692179;0,260944862;0,278675286;Q14624;Q14624;"Inter-alpha-trypsin inhibitor heavy chain H4;70 kDa inter-alpha-trypsin inhibitor heavy chain H4;35 kDa inter-alpha-trypsin inhibitor heavy chain H4";ITIH4
11,32088;17,50075;15,88135;17,49974;17,22619;18,59649;11,18395;19,07368;13,21977;14,06853;13,20346;13,07845;12,44926;19,60136;14,86623;13,92353;13,61571;13,48366;19,35585;17,8878;16,8728;13,84328;17,77256;17,46905;19,14226;16,34667;15,96542;16,45353;17,61058;14,27434;12,82876;18,7813;13,01567;17,57769;11,52179;11,95528;15,50708083;15,35902857;;;2;2;11,8;26,016;8,0622;0,107092737;0,25193633;0,279622918;P02745;P02745;Complement C1q subcomponent subunit A;C1QA
15,18022;11,79026;12,22482;12,77566;11,08779;12,69993;18,64107;13,18075;20,38732;14,36436;13,60443;12,70531;11,8286;12,25511;14,56686;17,08794;14,29877;16,86484;15,9285;15,10316;16,77121;16,12406;17,24014;15,83455;15,78126;10,08304;14,27874;13,85021;14,39841;11,9588;15,54719;10,48321;15,48136;12,70451;13,34254;14,38896;14,85608917;14,15580786;;;10;10;12,8;95,337;53,954;0,116338943;0,237944349;0,301328426;"P13639;Q15029";P13639;Elongation factor 2;EEF2
19,83901;19,83835;19,38974;20,107;19,89631;20,049;22,11531;22,55161;20,13031;19,94178;22,44529;21,04026;22,9083;22,23975;16,18865;18,33259;22,27321;21,76255;21,82939;22,44763;22,03466;21,70535;22,7124;22,06937;21,8261;23,27042;22,51169;22,76146;22,73694;23,36199;17,91211;22,6264;21,56044;22,76828;13,96106;22,56546;20,69544167;21,013715;;;8;8;22,4;52,963;323,31;0,129844147;0,237110652;0,332469021;"P02774;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229";P02774;Vitamin D-binding protein;GC
16,81803;15,15407;16,17336;16,3531;14,30471;14,33848;12,65214;14,8315;16,42389;14,58622;15,37157;13,93736;12,61995;20,63989;14,93284;14,5771;13,63374;17,31141;18,35453;20,49843;19,22757;20,48974;19,39785;19,83532;19,2023;15,87644;14,2998;17,51892;18,73225;18,44192;14,64445;19,28758;17,53275;18,43774;13,31713;19,66754;16,51473292;16,51043071;;;13;12;22;80,118;323,31;0,103722428;0,229368972;0,271630177;"P00736;Q53SZ7";P00736;"Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain";C1R
22,43855;22,44438;21,0892;20,41957;20,41864;21,59236;17,90736;18,33773;21,03979;14,039;18,46387;22,75036;22,94719;21,30764;19,35894;18,49334;22,6764;22,60372;24,33306;22,58082;23,97237;23,79203;22,89599;23,77425;24,58869;22,59578;24,14655;23,52898;21,1598;22,62883;16,79601;24,18329;21,58311;24,09273;14,28906;23,47122;21,19540958;21,32531714;;;22;22;33,5;101,39;323,31;0,092359821;0,228600917;0,244353314;"P19827;CON__Q0VCM5";P19827;Inter-alpha-trypsin inhibitor heavy chain H1;ITIH1
16,55202;12,46141;12,74517;12,81958;12,06349;18,18578;16,59997;15,2377;15,19668;17,25183;14,27903;13,78949;13,3321;14,66523;13,99361;16,50595;12,44931;13,06261;12,91074;12,34348;13,10388;16,34705;15,58848;12,6067;15,3766;12,62554;15,27878;11,8018;11,55382;15,24325;15,12764;11,23419;16,32509;14,50153;15,08042;16,66692;14,33415292;14,16911857;;;2;2;16,7;10,18;3,4788;0,136423655;0,219026974;0,347408079;P06703;P06703;Protein S100-A6;S100A6
15,76241;12,14108;12,26784;12,63415;14,74388;15,62699;15,21762;15,25584;13,18833;13,74023;12,682;12,67164;13,28241;11,7057;14,41523;15,42239;13,90398;12,58558;12,27023;13,67066;16,39223;16,35832;11,38282;15,31171;10,38517;10,87121;16,43034;16,11126;17,31115;17,48911;17,17426;16,37276;16,79093;16,96149;14,11355;17,4475;14,77409583;14,31878;;;2;2;4,5;25,789;5,2413;0,113347586;0,209814462;0,294341308;P09417;P09417;Dihydropteridine reductase;QDPR
16,89368;17,60031;18,18592;18,57522;18,47302;18,77507;18,0644;18,04292;22,76344;17,47461;19,09491;16,02137;16,77404;17,79398;14,81846;15,77957;18,00179;17,14808;14,19206;12,54518;12,37754;13,60711;16,91893;12,78762;13,86283;12,40295;12,37337;11,51367;11,20184;13,09601;14,40054;10,85694;13,44252;11,13865;18,48416;12,81391;15,39190542;15,38204357;;;4;4;20,7;60,54;117,7;0,075815807;0,206502023;0,203682163;Q6UWP8;Q6UWP8;Suprabasin;SBSN
12,99988;11,89859;13,37518;13,27013;14,23224;20,57967;22,84153;12,27243;13,86344;13,22886;21,23427;18,18141;18,42152;23,62767;14,12021;15,82183;18,80681;19,88573;19,67556;20,74411;19,85029;18,9646;20,88584;18,51615;18,71149;16,72813;13,34139;21,41952;19,13879;19,35402;13,81482;21,3029;14,5616;21,92111;14,92738;21,00251;17,26904042;17,47861;;;3;3;2;133,29;4,2773;0,059548501;0,195075004;0,162505825;Q92835;Q92835;Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1;INPP5D
15,60244;17,54057;17,81716;14,86094;18,47599;16,36709;16,78251;20,97169;17,34256;12,81795;21,31468;20,2447;19,95134;18,53981;19,86254;19,90768;19,7291;19,55613;17,42095;20,38774;16,08204;17,09001;19,03819;21,50237;18,56856;20,37188;19,50854;19,08537;13,33961;20,07091;13,70803;17,56547;18,04564;18,45407;12,73982;17,20839;17,81656167;17,87743643;;;12;12;13,7;135,07;107,16;0,089675233;0,194761648;0,237832347;O00533;O00533;"Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein";CHL1
16,12513;19,23437;19,74301;19,61635;19,67699;18,71599;19,00487;20,64931;18,91611;15,00456;21,19707;19,17826;19,41278;20,93114;14,79781;19,44205;20,61072;20,02445;17,24451;18,73873;15,90806;18,34586;18,70641;18,6404;19,24;19,30742;17,40125;18,11655;21,22323;19,64213;14,37848;20,77274;13,21309;20,22034;11,93471;19,07869;18,213065;18,338445;;;8;8;14,2;75,122;323,31;0,092084998;0,191344391;0,243687124;"P07225;CON__P07224";P07225;Vitamin K-dependent protein S;PROS1
15,64636;16,45232;17,72541;14,82262;18,0315;13,41127;15,60374;12,68389;12,55102;14,72911;18,23454;13,81737;18,9465;16,81491;14,94601;18,31504;18,9504;17,7284;13,21505;15,15822;14,53646;13,62138;16,65634;14,50755;14,58061;10,55681;13,29602;17,61784;18,23585;18,61036;13,2481;9,556007;15,37514;10,81463;14,37534;13,73439;15,08667333;15,08411621;;;3;3;5;63,941;12,249;0,081568932;0,185377709;0,217958449;Q8TEU8;Q8TEU8;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2;WFIKKN2
17,93145;22,08495;21,35976;22,59598;22,01713;20,58619;20,27105;22,1771;20,32003;13,07564;23,81509;20,66241;22,92713;22,69;21,59687;22,60173;22,77254;22,4328;21,75674;23,77102;20,01127;20,90639;23,83519;23,23064;22,84835;22,85325;20,07379;22,01505;23,32553;23,50761;19,52375;20,68902;20,71482;21,41931;13,40988;20,32828;20,90734583;21,17375;;;11;11;23,2;65,33;323,31;0,07896306;0,176489056;0,211509971;Q08380;Q08380;Galectin-3-binding protein;LGALS3BP
11,18584;12,89521;11,50118;13,79653;14,07557;14,55257;16,39175;16,35303;12,82573;16,03553;15,10036;18,00196;17,25082;17,03403;16,18707;15,77977;16,27407;16,3096;12,34118;13,84756;11,9836;11,96561;11,38359;14,34075;12,65716;12,13863;14,65938;16,4666;12,3916;13,10092;13,58019;16,7055;13,26912;14,4262;13,09306;13,67849;14,2342725;14,15922857;;;2;2;4,7;43,173;5,762;0,100622911;0,174887478;0,264240557;P49908;P49908;Selenoprotein P;SEPP1
18,81869;18,12767;12,84493;17,63701;18,15916;16,23523;15,07142;18,78462;17,39833;13,13599;16,24466;13,81538;13,53026;18,95251;15,26401;16,70463;16,5808;19,34605;19,35001;19,82813;19,75421;19,19118;18,96989;19,72876;19,81099;18,53207;19,56298;20,18773;17,02659;19,32021;11,99809;19,50279;18,47314;18,95629;16,24096;19,31754;17,4145425;17,47012357;;;9;7;29,7;62,216;323,31;0,074174495;0,158112699;0,199582506;Q96PD5;Q96PD5;N-acetylmuramoyl-L-alanine amidase;PGLYRP2
20,0498;17,40956;18,66557;17,04217;17,70442;20,88069;19,98022;13,70466;19,26508;15,06392;17,46252;13,29362;18,60379;17,96082;15,50377;15,5783;16,27225;17,35346;22,63823;19,40395;20,86839;21,41462;19,92139;19,33588;20,4494;15,68926;15,94343;16,52014;19,92313;17,93629;12,41654;18,81184;18,08488;17,44678;14,07583;19,61949;17,93055917;17,75441214;;;11;11;23,6;55,928;323,31;0,062445314;0,142510829;0,169928617;"P02675;CON__P02676";P02675;"Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain";FGB
17,64202;11,80531;18,76908;16,8951;12,16993;16,58123;18,48432;16,64371;20,41111;18,30055;13,15908;17,04153;12,95461;12,72865;15,60233;15,02273;12,53629;16,3511;14,28077;14,87752;15,35869;14,36379;14,37558;14,29722;13,69142;15,73169;11,55859;12,56214;12,0406;12,80504;14,05525;13,12759;15,05502;11,40985;12,75172;15,52411;15,35158917;14,66381786;;;6;6;9,3;89,786;45,604;0,065054627;0,139448612;0,176580627;P22735;P22735;Protein-glutamine gamma-glutamyltransferase K;TGM1
22,76407;23,11049;22,75493;23,04315;22,21981;21,6943;23,86967;22,96519;22,65735;21,38316;22,59994;21,9393;22,16395;23,97386;19,00982;21,80825;21,89933;22,96353;22,03721;22,46426;21,61135;21,44202;21,87418;21,70269;22,57575;22,30641;21,67444;22,40839;22,00244;22,39671;22,27977;22,76063;22,44874;22,43471;18,117;20,84514;21,87218833;22,03193429;;;8;8;27,7;54,253;308,77;0,145291414;0,138741629;0,367311691;"P04217;CON__Q2KJF1";P04217;Alpha-1B-glycoprotein;A1BG
15,78354;18,07122;18,20362;15,31232;19,36965;18,34798;17,04878;20,26408;18,32452;18,58883;20,25557;17,13451;18,61841;19,3914;13,53836;15,35489;17,35956;18,19873;13,40186;18,07462;12,24096;11,09756;18,56179;16,32673;16,0477;16,838;15,7934;13,40683;18,67377;13,48736;12,74966;18,05282;16,55619;19,25721;13,63853;18,42968;16,42098625;16,63957214;;;8;8;21,5;71,42;33,848;0,054935069;0,126182408;0,150600752;Q9NQ79;Q9NQ79;Cartilage acidic protein 1;CRTAC1
17,51899;13,4915;13,16597;18,29441;17,53465;18,37691;19,76749;19,27212;18,87466;12,62852;12,69174;16,34631;17,22562;18,80936;13,54227;14,7743;19,14415;18,75356;11,464;13,42193;14,77447;14,48677;17,17065;15,34371;12,33298;13,34993;11,38207;12,9671;12,11091;11,84456;14,84635;16,42887;17,24563;15,88829;20,70033;19,17141;16,46842458;15,62137;;;3;3;18,8;14,728;5,7971;0,047558626;0,126054968;0,131346717;"P62987;P62979;P0CG47;P0CG48";"P62987;P62979;P0CG47;P0CG48";"Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin";"UBA52;RPS27A;UBB;UBC"
23,13666;25,0138;24,20456;25,32667;25,89738;24,6804;20,8798;26,5676;25,08716;24,39944;25,78801;22,15078;22,01379;24,43192;23,31354;22,52908;22,47484;22,4851;22,80446;23,87155;22,73789;22,85892;24,18979;24,30508;23,53279;24,10262;23,74026;23,94494;25,17062;25,17142;22,47023;24,09088;23,24147;24,66058;21,88461;21,49174;23,05158708;23,66617786;;;28;28;73,2;36,154;323,31;0,09962052;0,121270403;0,261842634;"P02649;CON__Q03247";P02649;Apolipoprotein E;APOE
18,2984;19,28193;17,61418;17,25423;19,36506;17,76636;17,01225;19,2002;21,30714;14,9571;17,16722;16,27834;16,80801;17,96432;13,98063;14,50123;13,09922;17,11563;13,19969;12,45351;20,80349;20,82989;20,0777;20,23292;11,91318;19,85775;20,57089;19,15864;19,75602;18,06392;14,07636;20,30563;18,91091;21,57469;15,91455;19,18863;18,27429958;17,59075643;;;2;2;4,8;70,072;5,8471;0,045796323;0,11784582;0,12670592;Q86XI8;Q86XI8;Uncharacterized protein C19orf68;C19orf68
27,39558;26,95826;25,12522;24,47976;23,28221;25,18196;23,08664;21,96716;19,49765;24,49698;20,66397;19,53703;18,72561;25,97537;19,87156;19,53121;20,37433;19,04009;22,26172;23,73324;25,50688;26,72104;24,19798;25,96294;24,64174;23,20162;25,55523;27,51555;23,25868;24,84628;25,05718;25,82864;24,84057;25,72861;26,85007;27,80901;23,02146875;23,7824;;;14;9;87,8;15,998;323,31;0,044963502;0,115506445;0,124507218;P68871;P68871;"Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin";HBB
12,61854;12,17901;13,343;12,47975;13,48139;11,27474;12,72997;12,87744;17,1332;13,38064;13,41554;16,69602;16,67052;16,93018;15,63195;15,47928;14,29476;17,71102;11,40393;17,18699;17,52474;10,05873;18,41249;17,5703;16,71907;12,73768;11,80614;11,18448;12,89641;13,62259;12,44595;12,84144;12,28569;10,6075;14,58639;18,29683;14,94976542;14,11131929;;;3;3;11,7;36,426;18,393;0,049021887;0,113945583;0,135187941;P40925;P40925;Malate dehydrogenase, cytoplasmic;MDH1
23,61908;20,18314;18,63357;20,29424;11,68708;20,54877;15,35707;17,49568;16,85368;22,91927;13,10317;18,37105;18,90592;20,65307;19,42249;13,65394;17,37416;21,05444;20,8187;21,97575;23,2617;23,4763;22,12231;23,32141;22,86073;18,47639;22,46486;20,62114;20,92281;19,48288;12,62662;21,90014;25,40461;20,60684;15,74452;24,79501;19,3262775;19,68221286;;;6;6;28;28,87;323,31;0,033164676;0,111494807;0,092963178;P00915;P00915;Carbonic anhydrase 1;CA1
14,03328;12,84162;14,19052;13,45711;12,91441;15,38208;16,76072;15,14027;15,68088;14,18455;14,03614;17,51853;13,64201;11,90318;14,66346;15,30795;17,54721;16,02352;18,84892;17,50114;19,13859;19,49627;18,1081;16,75968;17,62135;19,36027;17,23911;18,61349;13,26242;17,63354;14,05732;16,04874;12,82317;11,99717;14,4141;17,56018;15,74153042;15,65347643;;;1;1;12,8;13,008;53,367;0,04659059;0,099356602;0,128799497;A0A0C4DH29;A0A0C4DH29;;IGHV1-3
13,80425;11,77471;12,18729;12,09613;16,9003;14,96222;13,01467;19,45143;17,44427;15,6172;18,45137;13,96666;18,76056;16,05006;18,678;13,62547;19,16271;16,55354;15,26176;18,08587;14,12898;15,13403;17,52925;18,35956;16,41902;16,53331;15,57193;15,55612;16,90301;11,56096;13,39507;14,30478;16,73013;14,17578;13,29839;16,50944;15,96453167;15,56132357;;;3;3;3,7;93,045;41,803;0,037040448;0,079571792;0,103407548;O15394;O15394;Neural cell adhesion molecule 2;NCAM2
17,31664;18,86402;17,266;14,38923;13,19315;18,59572;15,72262;16,33356;16,6154;19,52453;17,40732;18,78552;18,96333;16,73278;20,03523;20,46941;24,61037;19,24026;21,42281;17,42865;22,36362;21,82209;18,10881;19,7047;19,26929;18,64766;16,84242;19,27969;21,11655;19,99866;17,44338;15,53211;15,9919;15,04341;17,59783;18,16339;17,93611583;18,28420143;;;10;10;8,8;138,94;114,13;0,032100395;0,073218649;0,090080707;"P02452;CON__Q862S4";P02452;Collagen alpha-1(I) chain;COL1A1
20,17158;12,83469;20,29109;19,08325;12,5794;19,37239;22,92588;21,24348;21,55075;13,30177;21,14389;17,72959;18,01857;21,3285;18,64312;15,82137;13,4899;19,79289;21,87916;19,47661;20,72626;20,30039;16,76098;18,61465;21,87893;12,53144;19,72334;19,20307;13,14118;16,22762;14,96533;19,63247;16,97511;19,30108;12,58435;13,29983;17,71160375;17,92312;;;1;1;0,4;289,62;4,1377;0,018768152;0,0596189;0,053425965;O75417;O75417;DNA polymerase theta;POLQ
11,26948;13,10814;13,29269;11,20265;13,12187;12,95993;16,08279;12,53872;14,19083;14,72913;13,40417;14,34586;18,05197;18,47785;14,48442;13,25903;14,77186;19,36376;17,05611;16,96714;17,22694;17,73608;16,33569;16,77597;16,92613;14,80866;17,08483;16,42284;15,666;12,44272;15,33046;15,86887;14,79477;13,40313;13,22549;19,95362;15,30623042;15,15127929;;;5;4;41,8;18,012;105,62;0,026010934;0,056115058;0,073465914;"P62937;P0DN37;P0DN26;A0A0B4J2A2;A0A075B759;Q9Y536;F5H284;O43447;P30405;P49792";P62937;"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed";PPIA
20,32806;18,57389;18,48821;18,2454;18,89125;20,95695;21,13721;16,7546;18,89688;16,39342;14,47987;12,30393;16,39625;17,60465;14,30621;14,92676;17,59412;19,86799;22,99564;19,48296;20,16226;21,59409;20,56663;14,79106;20,66718;16,15687;18,85957;17,31318;21,61369;17,4754;13,46163;19,62169;19,08182;20,37984;12,02547;20,68055;17,90785375;18,10921214;;;3;3;8,2;51,511;165,98;0,019192198;0,051979659;0,054607791;P02679;P02679;Fibrinogen gamma chain;FGG
12,76396;10,65526;11,82302;11,04765;14,05172;16,10816;11,80105;16,11203;17,37024;15,12114;16,71183;13,14992;14,54361;11,9383;14,32647;15,01207;16,31435;16,39786;12,16938;16,66303;12,76823;13,5755;16,45053;12,13257;14,53442;11,12728;16,73119;11,1946;16,60151;11,3784;14,1538;14,49891;14,5912;15,21512;14,80982;15,88128;14,25352792;14,13186857;;;7;6;10;92,468;27,037;0,022451772;0,04445956;0,063656602;P14625;P14625;Endoplasmin;HSP90B1
15,94462;17,51622;15,13971;15,73193;15,28197;15,79261;12,05302;12,45329;19,02348;15,10271;12,33129;16,89309;16,19984;11,74982;15,0541;15,99472;16,41422;15,35841;21,12717;19,39228;13,74478;19,07085;17,01007;16,60924;17,51422;19,02589;18,05944;19,8254;14,76782;16,46244;13,88294;19,23718;15,68716;17,87267;14,1793;10,28515;15,81905792;16,02627143;;;1;1;7,1;11,893;3,6624;0,015578564;0,038331298;0,04450179;P01705;P01705;Ig lambda chain V-II region NEI;
17,51183;11,65379;18,55124;18,06361;13,13346;18,49635;16,25124;16,85793;19,16793;13,11807;12,14579;12,50383;13,38915;13,50201;15,09029;14,841;12,02804;15,72486;17,72627;16,5932;19,07224;17,85276;17,72674;17,60719;16,63594;19,78088;17,08752;12,28286;15,4625;13,271;13,86407;11,92649;12,98173;12,72762;14,12505;17,08109;15,65649875;15,41870429;;;1;1;8,8;26,314;3,8479;0,014008888;0,034643291;0,04008725;Q5JTZ5;Q5JTZ5;Uncharacterized protein C9orf152;C9orf152
15,06407;20,30675;14,88694;16,56989;17,19614;15,55669;15,82195;13,04815;18,99195;17,89113;16,83034;14,49511;13,27458;11,0986;15,80922;14,20312;15,74275;17,62799;20,08745;19,35176;12,98175;18,8024;17,62728;18,29104;19,64978;18,9114;18,6739;17,08223;18,87927;16,74044;13,57591;19,28482;17,01476;19,67666;12,70916;18,66202;16,99229083;16,72963857;;;1;1;8,4;12,773;4,2862;0,002804726;0,006835938;0,008127598;A0A075B6H9;A0A075B6H9;;IGLV4-69
12,66449;15,40737;16,33854;16,77982;18,48695;17,87957;11,20963;21,58022;18,07389;19,80626;13,71294;15,62679;16,8977;18,29585;15,68231;15,03772;13,59319;18,31234;16,96387;19,85751;16,49823;17,73238;19,21535;19,76515;18,15239;19,28243;18,14305;13,63038;17,62407;19,71371;13,8478;16,46721;16,27019;15,23784;13,49658;10,3098;16,41597417;16,59593143;;;3;3;17,6;26,855;10,225;0,002441005;0,006363485;0,007076542;Q92876;Q92876;Kallikrein-6;KLK6
18,24804;14,34006;12,77079;15,43853;19,28333;16,27108;22,06766;13,54448;10,28635;14,36645;16,61396;17,62614;15,32339;22,53607;14,24223;17,87267;13,97098;19,02199;11,6612;11,6342;13,21714;12,21634;11,51209;10,76568;13,41486;11,96164;13,22788;15,22027;16,1841;14,94563;13,26256;11,01255;15,29372;10,48785;13,66762;15,22826;14,53780292;14,68443429;;;2;2;5,1;23,953;2,8726;0,001463813;0,00446122;0,004248385;Q9GZX7;Q9GZX7;Single-stranded DNA cytosine deaminase;AICDA
